userID	age	gender	country	device	access_hour
79	37	m	Brazil	Tablet	17
80	54	m	Brazil	Tablet	12
81	35	m	Brazil	Tablet	4
82	30	f	UK	Mobile	21
83	59	m	Japan	Tablet	11
84	32	m	Germany	Mobile	1
85	38	m	USA	Desktop	4
86	40	f	UK	Tablet	6
87	39	f	Germany	Tablet	23
88	59	f	Japan	Tablet	11
89	55	f	Brazil	Desktop	15
90	43	m	Japan	Mobile	22
91	29	m	USA	Mobile	7
92	59	f	UK	Tablet	8
94	15	f	UK	Desktop	14
95	39	m	USA	Desktop	4
96	21	m	Germany	Desktop	12
97	23	f	Germany	Desktop	4
98	38	f	UK	Desktop	10
99	15	f	UK	Mobile	9
100	58	f	Brazil	Mobile	19
101	22	m	Germany	Mobile	12
102	38	m	USA	Tablet	8
103	25	m	Germany	Desktop	20
104	31	f	Brazil	Tablet	13
105	22	f	UK	Desktop	17
106	49	m	UK	Mobile	14
107	49	m	Brazil	Tablet	9
108	47	m	USA	Mobile	23
109	19	m	UK	Desktop	6
110	56	f	Japan	Desktop	7
111	53	m	UK	Desktop	2
112	55	m	Japan	Mobile	14
113	42	m	Brazil	Desktop	15
114	21	m	Brazil	Mobile	3
115	23	m	UK	Tablet	20
116	22	m	Germany	Desktop	5
117	26	m	Japan	Desktop	0
118	48	f	USA	Desktop	3
119	47	f	UK	Tablet	10
120	37	f	USA	Desktop	11
121	38	f	UK	Mobile	4
122	51	m	Germany	Mobile	22
123	49	f	Germany	Desktop	20
124	58	f	Germany	Desktop	15
125	54	m	Germany	Tablet	12
126	36	m	Brazil	Tablet	12
127	41	f	Brazil	Tablet	16
128	49	f	Japan	Desktop	6
129	15	m	USA	Tablet	7
130	49	f	UK	Tablet	12
131	51	m	UK	Mobile	22
132	28	m	Brazil	Tablet	15
133	17	m	UK	Mobile	3
134	15	m	Brazil	Mobile	7
135	19	f	Japan	Tablet	15
136	40	m	USA	Mobile	20
137	28	m	Japan	Desktop	9
139	53	f	Germany	Desktop	11
140	41	m	Germany	Tablet	11
141	23	f	Germany	Desktop	4
142	29	f	Japan	Mobile	15
143	29	f	UK	Desktop	0
144	40	m	USA	Tablet	8
145	56	f	Germany	Tablet	11
146	27	f	Germany	Mobile	4
147	46	m	Germany	Tablet	21
148	53	f	USA	Desktop	19
149	46	f	Germany	Tablet	21
150	18	f	USA	Mobile	23
151	44	f	Germany	Tablet	2
152	51	f	Japan	Desktop	4
153	37	m	Japan	Mobile	1
154	53	f	USA	Desktop	13
155	59	f	Japan	Mobile	1
156	29	m	USA	Tablet	12
157	57	m	Japan	Mobile	6
158	43	m	Japan	Mobile	9
159	50	f	USA	Tablet	12
161	27	m	UK	Desktop	15
162	46	f	Japan	Tablet	13
163	21	f	Germany	Mobile	10
164	36	m	UK	Tablet	9
166	42	m	USA	Mobile	5
168	16	f	UK	Tablet	3
170	56	m	Brazil	Tablet	20
171	59	f	Brazil	Desktop	0
172	20	m	Japan	Mobile	6
173	42	m	Japan	Desktop	23
174	42	m	Germany	Mobile	8
175	58	f	UK	Tablet	7
176	58	m	Brazil	Mobile	4
177	34	f	Japan	Desktop	18
178	44	f	UK	Desktop	9
179	25	f	Japan	Desktop	10
180	42	f	Japan	Mobile	14
181	39	m	Brazil	Desktop	5
182	53	f	Brazil	Desktop	14
183	47	f	Japan	Desktop	4
184	15	m	USA	Tablet	18
185	41	f	Japan	Tablet	21
186	27	m	Japan	Mobile	18
187	55	f	Germany	Mobile	9
188	17	m	Germany	Desktop	11
189	53	f	Germany	Tablet	21
190	20	m	USA	Desktop	3
191	22	f	USA	Desktop	17
192	41	f	Japan	Tablet	15
193	23	m	Germany	Tablet	7
194	51	m	USA	Tablet	3
195	47	m	Brazil	Mobile	22
196	56	m	Japan	Mobile	11
198	58	f	UK	Desktop	1
200	38	f	Japan	Mobile	3
201	29	m	UK	Tablet	4
202	46	f	Germany	Tablet	2
203	46	m	UK	Mobile	8
204	38	m	Germany	Desktop	20
205	55	f	Brazil	Desktop	17
206	26	f	UK	Mobile	10
207	53	f	Japan	Desktop	2
208	16	f	Germany	Desktop	22
209	17	f	Japan	Desktop	1
210	51	f	USA	Tablet	8
211	31	f	Germany	Tablet	13
212	16	m	UK	Mobile	3
213	16	m	Germany	Tablet	8
214	42	m	Japan	Desktop	12
215	37	m	Brazil	Tablet	17
216	51	m	Germany	Mobile	14
217	46	f	UK	Tablet	9
218	47	m	USA	Desktop	15
219	15	m	Brazil	Desktop	11
220	33	m	USA	Mobile	19
223	16	m	Germany	Tablet	4
224	58	m	Japan	Tablet	1
225	40	m	Japan	Tablet	9
226	46	m	UK	Desktop	0
227	20	f	Japan	Mobile	6
228	46	f	Brazil	Tablet	16
229	18	m	Japan	Desktop	15
230	25	f	UK	Desktop	23
231	31	f	Germany	Desktop	2
232	52	f	Germany	Tablet	13
233	38	f	Japan	Tablet	9
234	19	m	USA	Tablet	21
235	48	f	Germany	Tablet	6
236	20	f	Japan	Tablet	16
237	36	f	UK	Tablet	5
238	25	m	Japan	Tablet	22
240	30	m	Germany	Tablet	21
241	47	m	UK	Tablet	3
242	23	m	Japan	Desktop	16
243	20	m	Brazil	Tablet	8
244	30	m	UK	Mobile	3
247	43	m	Brazil	Desktop	6
248	17	f	USA	Tablet	22
249	34	f	UK	Mobile	1
250	50	f	Brazil	Tablet	16
251	33	m	Germany	Mobile	23
252	40	m	Germany	Mobile	7
253	17	m	USA	Mobile	22
254	33	m	UK	Mobile	14
255	34	m	UK	Desktop	14
256	46	f	UK	Desktop	7
257	21	f	USA	Mobile	15
258	55	m	UK	Tablet	18
259	47	m	Germany	Mobile	10
260	54	m	Brazil	Desktop	1
261	53	m	Germany	Tablet	22
262	32	f	Germany	Desktop	23
263	54	m	Brazil	Desktop	16
264	15	m	Germany	Tablet	15
265	25	m	USA	Mobile	14
266	42	m	Brazil	Mobile	12
267	39	f	Germany	Mobile	14
268	37	m	Japan	Mobile	3
269	45	m	Germany	Tablet	15
270	44	f	USA	Tablet	11
271	56	f	UK	Tablet	3
273	49	f	Germany	Desktop	2
274	21	m	UK	Tablet	21
275	30	m	Japan	Mobile	16
277	40	f	Germany	Desktop	21
278	16	f	Brazil	Mobile	17
279	15	f	UK	Mobile	17
280	26	f	Japan	Tablet	22
281	19	f	Brazil	Tablet	16
282	51	f	Brazil	Mobile	11
283	46	m	Brazil	Mobile	22
284	23	m	Brazil	Desktop	20
285	55	m	Germany	Tablet	23
286	49	f	Germany	Desktop	3
288	33	f	Germany	Desktop	11
289	30	f	Japan	Desktop	22
290	17	f	Japan	Mobile	21
291	34	f	Japan	Desktop	20
292	38	f	USA	Desktop	19
293	47	m	Japan	Mobile	14
294	38	m	Germany	Tablet	22
295	25	f	Germany	Tablet	15
296	22	m	USA	Desktop	4
297	50	f	USA	Mobile	20
298	52	m	Japan	Tablet	14
299	54	f	UK	Desktop	16
300	34	f	USA	Desktop	17
301	49	m	Brazil	Mobile	4
302	39	m	Germany	Desktop	12
303	49	f	Brazil	Tablet	18
304	39	f	Germany	Mobile	12
305	43	m	Germany	Tablet	17
306	32	m	USA	Tablet	13
307	32	f	USA	Tablet	3
308	16	m	Brazil	Desktop	3
310	49	f	Germany	Desktop	19
311	30	f	Brazil	Tablet	19
312	55	f	UK	Tablet	18
313	50	f	Brazil	Mobile	12
314	47	m	Japan	Mobile	11
315	18	m	Brazil	Desktop	6
316	47	m	Japan	Desktop	11
317	28	m	Japan	Mobile	20
318	35	m	Japan	Tablet	3
319	34	m	UK	Desktop	1
320	22	m	Brazil	Tablet	1
321	21	f	Brazil	Mobile	4
322	17	m	UK	Desktop	22
324	31	m	Germany	Desktop	9
325	47	f	USA	Mobile	9
326	26	m	Brazil	Desktop	8
327	36	m	USA	Mobile	12
328	36	f	UK	Desktop	6
329	44	m	Germany	Mobile	4
330	52	m	Germany	Desktop	9
331	52	m	Germany	Tablet	9
332	59	f	UK	Tablet	5
333	22	m	Japan	Tablet	18
334	41	m	Japan	Desktop	20
335	41	f	USA	Desktop	7
336	48	m	Japan	Tablet	0
337	35	f	Japan	Tablet	16
338	44	f	Germany	Mobile	6
339	47	m	Germany	Mobile	13
340	42	f	USA	Mobile	20
341	47	f	Brazil	Tablet	20
342	19	m	USA	Tablet	16
343	33	f	USA	Tablet	8
344	18	f	UK	Mobile	16
345	49	m	UK	Desktop	4
346	31	m	USA	Tablet	19
347	58	m	USA	Desktop	7
348	42	f	USA	Desktop	5
349	44	m	Japan	Desktop	10
350	43	f	UK	Mobile	18
351	20	f	USA	Desktop	3
352	49	f	Germany	Tablet	17
353	55	f	Germany	Mobile	0
354	51	f	Japan	Tablet	12
355	38	f	Japan	Tablet	13
356	43	f	Brazil	Mobile	23
357	45	m	Brazil	Tablet	0
358	49	m	Brazil	Tablet	10
359	47	f	Japan	Mobile	16
360	35	f	Japan	Tablet	3
361	46	m	Japan	Desktop	11
362	37	f	Germany	Tablet	9
363	47	m	Japan	Desktop	5
364	17	m	Germany	Tablet	0
365	32	m	Brazil	Mobile	6
366	39	f	Brazil	Mobile	20
367	56	f	Brazil	Tablet	15
368	45	m	USA	Mobile	23
369	17	m	USA	Tablet	13
370	54	m	UK	Mobile	22
371	38	m	UK	Desktop	19
372	46	m	UK	Tablet	19
374	36	f	USA	Desktop	5
375	37	m	USA	Desktop	21
376	16	f	UK	Tablet	4
377	41	m	UK	Desktop	23
378	56	f	Japan	Tablet	20
380	16	f	UK	Desktop	17
382	40	f	Japan	Tablet	14
383	31	f	Germany	Tablet	5
385	54	f	USA	Mobile	18
386	47	f	UK	Tablet	0
387	23	m	USA	Tablet	0
388	57	f	USA	Desktop	12
390	53	m	USA	Tablet	2
391	43	f	Germany	Mobile	9
392	56	f	Brazil	Desktop	20
393	40	m	UK	Desktop	2
394	49	f	Brazil	Mobile	8
395	39	m	Brazil	Desktop	7
396	38	m	Brazil	Desktop	2
397	27	m	USA	Desktop	12
398	21	m	Japan	Desktop	5
399	50	f	USA	Mobile	12
400	59	f	USA	Mobile	22
401	34	m	Brazil	Desktop	19
402	15	f	USA	Desktop	19
403	22	f	Brazil	Mobile	11
404	30	m	Japan	Mobile	12
405	28	f	UK	Mobile	1
406	26	m	Brazil	Desktop	20
407	37	m	Japan	Desktop	23
408	29	f	UK	Tablet	22
409	42	f	Germany	Mobile	15
410	48	f	Brazil	Desktop	22
411	16	m	Brazil	Mobile	5
412	46	m	Germany	Desktop	18
413	37	f	Germany	Mobile	20
414	36	f	Brazil	Desktop	12
415	39	f	Germany	Tablet	16
416	36	f	USA	Tablet	22
417	36	m	UK	Mobile	8
418	56	f	UK	Desktop	16
419	20	m	UK	Desktop	1
420	29	m	USA	Mobile	18
421	57	f	Germany	Desktop	18
423	51	f	Japan	Mobile	23
424	47	f	Germany	Desktop	6
425	22	m	Brazil	Mobile	21
426	58	f	UK	Desktop	9
427	58	f	Germany	Mobile	9
428	19	m	Japan	Desktop	19
430	53	f	Brazil	Tablet	8
431	18	m	USA	Desktop	16
432	20	f	USA	Mobile	14
433	59	m	Japan	Tablet	1
434	46	f	Brazil	Desktop	3
435	44	f	UK	Tablet	18
436	49	m	Germany	Desktop	16
437	54	m	Brazil	Tablet	4
438	30	f	USA	Mobile	6
439	27	m	Japan	Desktop	17
440	56	m	Japan	Desktop	20
441	44	m	Germany	Mobile	21
442	33	m	Japan	Tablet	6
443	31	f	Japan	Mobile	16
444	33	f	Brazil	Mobile	6
446	42	m	UK	Tablet	3
447	40	m	Germany	Mobile	7
449	51	m	Brazil	Desktop	12
450	40	m	UK	Desktop	3
451	37	f	Brazil	Desktop	5
452	23	f	Brazil	Mobile	4
453	26	m	Japan	Desktop	11
454	15	m	UK	Desktop	3
455	15	m	Germany	Desktop	23
456	48	f	Germany	Desktop	8
457	46	m	UK	Desktop	3
458	39	f	Japan	Desktop	18
459	54	m	USA	Mobile	23
460	59	f	Brazil	Desktop	13
461	15	m	Japan	Desktop	4
462	30	f	UK	Tablet	17
463	53	m	Brazil	Mobile	9
464	19	m	Germany	Mobile	18
465	36	m	USA	Mobile	11
466	43	f	Germany	Mobile	17
467	17	m	UK	Desktop	16
468	26	f	Brazil	Desktop	23
469	40	f	UK	Tablet	10
470	30	m	Brazil	Tablet	2
471	51	m	Japan	Mobile	22
472	36	m	USA	Tablet	16
473	43	f	Japan	Tablet	0
474	28	m	Japan	Mobile	14
475	42	f	UK	Mobile	8
476	19	f	USA	Tablet	14
477	44	m	Brazil	Desktop	23
478	19	m	Brazil	Tablet	2
479	26	m	Germany	Tablet	21
480	30	m	Brazil	Desktop	18
481	40	m	UK	Desktop	12
482	40	m	Japan	Mobile	11
484	35	f	Japan	Mobile	19
485	53	f	Japan	Tablet	0
486	50	f	USA	Desktop	20
487	47	m	Brazil	Mobile	16
488	44	f	UK	Tablet	12
489	51	f	USA	Desktop	0
490	37	f	Germany	Tablet	9
491	24	f	UK	Mobile	14
492	19	f	UK	Mobile	6
493	50	m	UK	Desktop	21
494	48	m	Japan	Tablet	17
495	45	f	UK	Desktop	15
496	24	f	Brazil	Mobile	13
497	33	f	UK	Mobile	17
498	46	m	Japan	Tablet	6
499	15	m	UK	Tablet	16
500	19	f	Germany	Tablet	17
501	59	m	Germany	Desktop	11
502	18	m	Japan	Tablet	7
503	30	f	Brazil	Tablet	21
504	38	m	Brazil	Mobile	1
506	30	m	USA	Mobile	6
507	16	f	Japan	Tablet	3
508	42	m	UK	Tablet	17
509	46	m	Japan	Mobile	5
510	41	f	USA	Tablet	8
511	34	m	Japan	Desktop	8
512	38	m	Japan	Desktop	13
513	26	f	USA	Desktop	7
514	49	f	Brazil	Tablet	18
515	47	f	UK	Mobile	2
516	47	m	USA	Tablet	17
517	57	f	Germany	Tablet	4
518	51	m	Brazil	Mobile	13
519	26	f	Germany	Mobile	3
520	17	m	Brazil	Mobile	6
521	15	f	UK	Desktop	19
523	47	f	UK	Tablet	11
525	54	f	Japan	Mobile	1
526	24	f	Germany	Tablet	10
527	57	m	Brazil	Desktop	13
529	58	f	UK	Desktop	21
530	43	f	USA	Mobile	22
531	27	m	UK	Mobile	15
532	26	f	USA	Tablet	19
533	45	m	Brazil	Mobile	5
534	16	f	UK	Tablet	22
535	49	f	UK	Mobile	3
536	37	f	Brazil	Tablet	14
537	31	m	UK	Tablet	23
538	40	f	USA	Tablet	0
539	22	f	UK	Tablet	6
540	43	f	Germany	Desktop	11
541	40	m	Japan	Tablet	9
542	24	m	USA	Mobile	4
543	40	f	Germany	Desktop	11
544	48	m	Brazil	Desktop	17
545	55	f	USA	Tablet	9
546	21	f	Japan	Desktop	5
547	18	f	Japan	Tablet	11
548	59	f	Brazil	Mobile	6
549	25	f	Brazil	Tablet	17
550	43	f	USA	Desktop	1
551	50	f	UK	Mobile	9
552	39	m	Brazil	Tablet	14
553	35	m	UK	Mobile	11
555	50	m	Germany	Mobile	16
556	24	m	Japan	Desktop	3
557	51	m	UK	Mobile	6
558	23	m	Japan	Desktop	8
559	38	m	UK	Mobile	18
560	49	f	Germany	Tablet	22
561	49	f	Brazil	Mobile	6
562	50	f	Germany	Tablet	22
563	32	f	Brazil	Tablet	1
565	53	m	Brazil	Mobile	5
566	46	m	Japan	Tablet	17
567	38	f	Germany	Mobile	5
568	37	f	UK	Mobile	12
569	46	m	Germany	Tablet	18
570	51	f	Japan	Tablet	1
571	26	f	Brazil	Desktop	11
572	27	f	Japan	Tablet	14
573	37	f	USA	Desktop	13
574	39	m	USA	Tablet	5
575	49	f	UK	Mobile	17
576	55	f	Japan	Tablet	4
577	44	m	UK	Mobile	17
578	31	m	UK	Mobile	2
579	34	f	USA	Mobile	2
580	39	m	UK	Desktop	21
581	36	f	USA	Tablet	21
582	27	f	Brazil	Mobile	9
583	33	m	Japan	Mobile	18
584	50	f	UK	Desktop	2
585	26	f	USA	Tablet	11
586	55	f	Germany	Tablet	15
587	33	f	UK	Desktop	16
589	26	m	Brazil	Desktop	6
590	23	m	Brazil	Tablet	12
592	21	f	Germany	Desktop	23
593	42	m	USA	Tablet	1
594	28	f	UK	Tablet	3
595	45	f	USA	Mobile	9
596	33	f	Brazil	Mobile	6
598	30	f	USA	Tablet	23
601	19	f	Brazil	Tablet	16
602	49	m	USA	Tablet	19
603	26	f	Germany	Tablet	5
604	39	m	Japan	Tablet	18
605	35	m	Germany	Tablet	4
606	50	f	Germany	Desktop	9
607	37	f	Japan	Tablet	8
608	30	f	Japan	Desktop	12
609	53	f	UK	Desktop	18
611	59	f	UK	Tablet	20
612	56	m	Germany	Tablet	23
613	53	f	Germany	Desktop	5
614	28	f	Brazil	Desktop	3
615	45	m	Brazil	Tablet	23
616	19	m	UK	Tablet	2
617	49	f	UK	Desktop	2
618	37	m	Brazil	Desktop	3
619	43	f	Brazil	Desktop	4
620	57	m	USA	Mobile	7
621	25	m	USA	Desktop	15
622	32	f	Brazil	Mobile	21
623	26	m	USA	Tablet	2
624	23	m	Japan	Tablet	23
625	24	m	UK	Desktop	11
627	58	m	UK	Tablet	7
628	31	m	Brazil	Tablet	12
629	52	m	Germany	Tablet	3
631	21	f	Brazil	Tablet	13
632	27	f	USA	Mobile	13
633	54	m	Germany	Mobile	12
634	56	f	USA	Desktop	5
635	23	f	Japan	Desktop	16
636	41	f	USA	Desktop	3
637	16	m	Japan	Tablet	7
638	19	f	Japan	Tablet	16
639	43	m	USA	Mobile	2
640	51	f	USA	Mobile	16
641	52	m	Japan	Desktop	8
642	33	m	Germany	Mobile	1
643	22	f	Japan	Mobile	12
644	59	f	UK	Mobile	19
645	15	m	Japan	Mobile	1
646	36	f	Germany	Mobile	19
647	31	f	UK	Desktop	10
649	21	f	Brazil	Desktop	21
650	39	m	Brazil	Mobile	14
651	59	m	Germany	Desktop	10
652	18	f	Japan	Tablet	22
654	50	f	USA	Mobile	2
655	20	f	Germany	Tablet	2
656	45	m	UK	Desktop	11
657	33	m	UK	Desktop	23
658	58	f	Brazil	Tablet	4
659	53	f	UK	Desktop	19
660	41	f	Germany	Mobile	6
661	24	f	UK	Tablet	6
662	40	f	Germany	Mobile	12
663	33	f	USA	Tablet	8
664	53	m	Brazil	Desktop	20
665	17	f	UK	Tablet	12
666	59	m	Germany	Tablet	11
667	27	f	Japan	Mobile	12
668	42	f	Brazil	Desktop	23
669	34	m	USA	Mobile	9
670	42	m	Germany	Desktop	0
671	22	m	USA	Mobile	7
672	55	m	USA	Tablet	21
673	53	f	UK	Mobile	15
674	15	m	UK	Desktop	12
675	17	f	Germany	Desktop	2
676	27	m	Japan	Tablet	2
677	42	f	Germany	Desktop	23
678	39	f	Japan	Mobile	4
679	47	f	USA	Tablet	10
680	52	f	Brazil	Desktop	6
681	20	f	Germany	Desktop	20
682	58	f	Germany	Mobile	23
683	59	m	Japan	Mobile	9
684	46	f	USA	Tablet	9
685	59	m	USA	Desktop	19
686	35	m	Japan	Mobile	1
687	30	f	USA	Tablet	2
688	35	m	UK	Desktop	7
689	25	f	Brazil	Desktop	10
690	51	m	Germany	Tablet	12
691	50	f	Brazil	Tablet	6
692	49	m	Germany	Mobile	12
693	33	f	UK	Desktop	1
694	34	f	USA	Desktop	5
695	32	f	Japan	Desktop	8
696	55	f	UK	Tablet	19
697	28	m	Brazil	Mobile	1
698	29	f	Japan	Desktop	17
699	45	m	USA	Tablet	15
700	15	m	UK	Desktop	11
701	17	m	Japan	Mobile	6
702	30	f	UK	Desktop	6
703	37	m	UK	Mobile	16
704	25	m	USA	Mobile	12
705	26	m	Germany	Desktop	10
706	24	f	Japan	Desktop	5
707	46	f	USA	Mobile	22
708	30	m	UK	Tablet	13
709	22	f	USA	Mobile	5
710	52	f	Germany	Desktop	5
711	26	m	Japan	Desktop	1
712	38	m	Germany	Tablet	21
713	42	f	Brazil	Mobile	19
714	22	m	Japan	Mobile	14
715	42	f	Germany	Mobile	16
716	50	f	UK	Desktop	7
717	40	f	Japan	Mobile	4
718	22	f	Japan	Tablet	16
719	42	f	USA	Desktop	19
720	42	f	UK	Desktop	0
721	51	m	Brazil	Mobile	21
722	55	m	Germany	Tablet	17
723	50	f	USA	Desktop	14
725	41	f	Germany	Desktop	4
726	31	f	Brazil	Mobile	6
727	23	m	Brazil	Mobile	17
728	47	f	Japan	Tablet	5
729	34	m	Brazil	Mobile	21
730	27	f	Germany	Tablet	20
731	42	f	UK	Desktop	4
732	43	m	UK	Tablet	18
733	27	m	Japan	Tablet	9
734	49	f	Germany	Tablet	14
735	20	f	Germany	Desktop	9
736	32	f	Brazil	Mobile	15
737	19	m	Germany	Desktop	11
738	39	m	USA	Mobile	17
739	16	m	Brazil	Tablet	22
741	24	m	USA	Tablet	0
742	44	m	Japan	Tablet	15
743	59	m	UK	Tablet	21
744	19	f	Japan	Tablet	5
745	47	f	UK	Mobile	2
746	15	m	Japan	Mobile	1
747	32	f	Germany	Tablet	1
749	46	f	USA	Desktop	12
750	25	m	UK	Desktop	8
751	35	f	Brazil	Tablet	15
752	40	m	USA	Mobile	4
753	39	m	Brazil	Desktop	22
754	36	f	USA	Desktop	20
756	41	m	USA	Desktop	6
757	27	m	Japan	Tablet	12
758	47	m	UK	Desktop	19
759	48	m	UK	Desktop	23
760	55	m	USA	Desktop	12
761	49	m	Germany	Desktop	6
762	15	m	Germany	Mobile	9
763	35	m	Brazil	Tablet	14
764	20	f	Brazil	Tablet	20
765	42	f	Japan	Mobile	5
767	31	f	USA	Mobile	4
768	19	m	Brazil	Tablet	22
769	45	m	Brazil	Desktop	1
770	19	f	USA	Desktop	20
771	52	f	Japan	Tablet	14
772	17	f	Brazil	Desktop	15
773	37	m	Japan	Mobile	18
776	51	f	UK	Desktop	8
777	51	f	Japan	Desktop	21
778	24	m	Germany	Desktop	18
779	24	f	Germany	Tablet	6
780	33	m	Japan	Mobile	3
781	31	m	Germany	Desktop	2
782	35	m	UK	Tablet	23
784	28	f	USA	Desktop	19
785	23	f	Germany	Mobile	10
786	15	m	Germany	Desktop	0
787	59	f	Japan	Mobile	5
788	27	f	UK	Desktop	10
789	18	f	USA	Mobile	0
790	15	f	Japan	Desktop	20
791	54	m	Japan	Mobile	6
792	46	f	UK	Desktop	5
793	48	m	USA	Desktop	13
794	42	m	UK	Tablet	1
795	45	f	USA	Tablet	3
797	22	m	UK	Mobile	10
798	53	f	Japan	Desktop	14
799	40	f	Japan	Mobile	17
800	48	m	Brazil	Tablet	0
801	17	m	Germany	Mobile	2
802	26	m	UK	Mobile	2
804	15	m	Brazil	Tablet	6
805	58	f	Germany	Desktop	0
806	19	f	UK	Mobile	10
807	44	f	USA	Tablet	5
808	44	m	Germany	Desktop	19
809	31	m	Japan	Tablet	2
810	37	m	Brazil	Mobile	18
812	29	f	Germany	Desktop	1
813	51	m	Germany	Desktop	17
814	35	f	Japan	Tablet	11
815	28	m	UK	Tablet	9
816	16	f	USA	Tablet	4
817	25	f	Japan	Desktop	8
818	53	m	USA	Desktop	1
819	52	m	UK	Mobile	1
820	48	f	Germany	Desktop	5
821	52	f	USA	Mobile	9
822	48	m	Brazil	Tablet	17
823	32	m	Brazil	Tablet	11
824	44	f	Japan	Desktop	3
825	29	m	UK	Tablet	21
826	41	f	Japan	Tablet	20
827	48	f	Japan	Desktop	16
828	52	m	Japan	Mobile	14
829	47	m	Brazil	Desktop	5
830	38	m	Brazil	Mobile	15
831	29	m	Japan	Desktop	16
832	44	m	Brazil	Desktop	2
834	56	f	UK	Tablet	9
835	31	f	Japan	Desktop	4
836	19	m	Brazil	Desktop	13
837	43	m	USA	Mobile	20
838	18	m	Japan	Tablet	12
839	24	f	Japan	Mobile	5
840	31	m	UK	Mobile	11
841	24	m	Germany	Tablet	7
842	31	f	Germany	Tablet	4
843	34	f	UK	Tablet	14
844	38	m	UK	Desktop	15
845	19	m	UK	Tablet	0
846	48	m	Germany	Tablet	15
847	20	f	UK	Tablet	4
848	16	m	Brazil	Mobile	2
849	27	m	Japan	Mobile	19
850	57	m	Japan	Desktop	14
851	57	f	USA	Mobile	12
852	25	f	USA	Desktop	23
853	37	m	Japan	Mobile	15
854	30	m	Brazil	Tablet	22
855	45	f	Germany	Mobile	10
856	25	f	Germany	Desktop	20
858	30	f	Brazil	Mobile	1
859	22	f	Germany	Tablet	21
860	18	f	UK	Desktop	5
861	54	f	Japan	Tablet	5
862	18	f	Japan	Tablet	13
863	39	f	Brazil	Desktop	10
864	17	f	Germany	Tablet	7
865	46	m	USA	Tablet	7
868	17	m	USA	Mobile	0
869	41	m	Germany	Tablet	20
870	43	f	USA	Tablet	6
871	46	m	Brazil	Tablet	5
873	33	f	Brazil	Tablet	20
874	35	f	Germany	Desktop	7
875	19	m	USA	Mobile	18
876	32	f	Brazil	Tablet	21
877	42	m	Brazil	Tablet	20
878	56	m	UK	Desktop	23
881	36	m	UK	Tablet	19
882	35	f	Brazil	Desktop	7
884	20	m	Germany	Mobile	13
885	15	f	Japan	Mobile	17
886	19	m	Japan	Tablet	15
887	55	m	Brazil	Tablet	8
888	26	m	Brazil	Tablet	14
889	40	f	Brazil	Desktop	9
890	48	f	Germany	Tablet	21
891	28	f	UK	Tablet	15
893	40	m	Brazil	Mobile	3
895	59	m	Brazil	Tablet	19
896	41	f	USA	Mobile	12
897	23	f	Germany	Tablet	21
898	40	f	Brazil	Mobile	4
