userID	artistID	weight
1	5296	97
16	29126	18
61	9904	63
64	3021	92
63	20421	47
69	21453	75
22	9517	57
93	2397	45
67	18547	33
76	19130	17
26	1592	70
16	11304	4
51	30562	20
86	6184	47
57	26573	91
29	20696	15
78	7315	70
92	19624	47
69	2140	78
47	31291	75
94	18089	9
62	33131	90
69	32089	16
76	26293	69
16	20671	61
90	3739	10
90	2470	50
48	22535	3
85	9018	77
39	2809	94
100	12714	70
33	2720	81
94	22891	51
23	11701	19
10	26706	42
69	18788	35
100	26589	46
34	26124	26
52	33063	69
95	10178	93
10	21728	64
19	30221	37
58	9883	84
96	1137	49
1	31967	21
69	7010	74
4	12988	64
16	31576	5
24	1008	70
80	5446	90
2	10707	4
92	29258	39
32	21737	35
91	13282	1
84	1436	24
24	33340	57
12	25822	70
50	26661	41
35	5085	54
33	16662	46
33	13508	60
61	7060	60
51	18272	57
43	7492	31
12	14860	84
67	8074	24
65	9078	89
33	20954	36
40	11384	85
74	2354	30
43	23822	24
44	24861	30
29	21196	86
13	11940	92
12	25339	7
95	21731	35
46	21428	55
2	27084	92
35	21511	14
87	7814	10
81	31599	80
90	27571	16
8	27083	54
93	29242	95
26	30679	89
74	11746	77
90	26030	70
34	13026	44
7	14289	73
68	23651	45
58	6541	56
75	32233	84
29	16423	82
36	3343	57
89	10397	21
21	17483	68
36	23412	50
10	13262	33
73	3094	91
24	11723	7
64	22043	70
99	28088	15
49	32348	82
99	33757	32
36	16336	75
82	28603	20
96	32197	88
24	5627	15
23	7425	48
62	12858	71
96	19983	21
37	11426	42
12	1981	26
55	26432	14
13	19441	57
23	17176	37
89	26386	58
99	23020	21
30	18640	82
17	19995	69
62	21564	3
84	5777	87
89	3381	90
86	8712	37
13	8783	88
59	17435	49
19	20018	19
49	30708	89
100	17344	85
12	5656	12
61	15252	61
19	527	41
76	3225	33
9	11537	50
71	28542	68
28	13548	71
78	8713	86
95	9209	33
52	5110	81
83	16968	24
16	29760	61
69	20173	61
99	26590	98
12	30016	28
25	29010	58
52	17774	43
85	26144	41
100	6155	39
53	21805	86
23	20582	49
16	30088	17
57	32982	98
39	3763	70
53	9769	70
42	8784	98
58	29782	65
39	30812	74
14	8906	85
95	9128	5
5	22432	2
35	6369	22
87	27425	57
93	18334	66
75	23117	74
18	15526	98
76	23399	16
9	32858	51
74	10362	39
58	16370	86
17	3042	76
7	106	88
46	9079	40
13	25004	38
40	6091	60
42	1926	59
9	18441	10
50	26016	99
27	33321	64
66	25292	63
5	26290	49
29	3390	64
37	25684	32
38	13630	7
83	24827	21
8	26631	20
65	33227	26
86	32976	68
17	900	86
71	11654	15
89	27962	85
45	16406	79
4	8602	86
36	33663	92
70	33283	14
31	21289	27
19	29546	40
61	15314	58
54	15350	28
39	7180	26
91	10327	63
74	1561	66
90	13613	25
19	17651	3
39	26746	72
67	31891	44
45	20023	97
13	4781	42
92	18312	99
58	28381	6
20	2357	39
92	4791	52
72	26912	23
61	24364	89
39	20050	50
1	10182	43
3	16083	19
77	662	69
92	2921	51
62	25659	11
63	14026	12
25	8947	74
56	28707	8
33	16310	24
38	33121	92
6	30028	41
58	7006	36
44	957	85
45	8596	72
32	12804	55
45	25964	9
61	33724	47
47	15283	15
21	4704	48
80	6564	82
85	25850	42
75	31861	60
36	31586	84
99	22016	70
19	12004	12
20	26959	2
57	26018	7
18	11172	80
47	12202	3
49	29427	3
14	17779	27
15	21117	40
31	33298	33
1	19343	92
54	27491	1
3	19976	8
16	26724	32
87	23280	48
57	12766	4
75	11562	94
12	526	70
74	22862	19
96	33143	32
16	26917	9
72	4649	12
76	30524	11
24	29053	46
28	32782	16
8	4600	1
92	3815	63
36	26617	21
90	2114	30
8	13761	13
58	21928	34
60	20940	4
50	32420	28
28	12589	95
92	33398	59
41	16654	27
100	10832	69
64	5725	25
27	11084	3
63	19817	97
17	6277	68
73	13995	25
33	23500	20
84	23041	34
77	16960	26
92	6100	5
29	19577	99
13	6117	61
46	15564	92
35	26789	93
6	26929	9
82	9848	50
69	26156	6
47	14136	83
25	17775	60
66	1743	44
10	18310	11
56	620	66
30	17659	47
5	20338	73
33	16002	85
65	969	88
18	25893	98
96	25620	86
49	282	3
11	27421	76
85	15361	92
26	1059	30
63	20678	90
89	10725	21
86	28405	28
59	29857	90
27	9201	62
49	33998	33
77	25612	85
33	1240	35
98	126	52
99	23858	34
1	15399	41
21	6639	51
55	6571	47
6	3250	82
92	9111	58
81	13606	75
69	12116	57
95	22912	23
5	32557	48
3	12596	22
53	1970	17
23	17276	69
53	4471	11
37	10226	94
74	23197	15
74	13670	91
83	15578	35
17	22474	33
85	28626	84
78	15505	16
73	24090	34
1	303	66
51	31464	99
45	29260	40
77	30660	28
4	31891	47
62	13599	39
65	19509	70
32	13381	73
34	26985	20
92	8126	1
95	4034	72
72	17088	87
39	5705	63
26	7849	67
34	21593	4
54	6925	58
3	27209	25
50	19615	47
12	489	38
65	25924	15
54	29166	63
5	1668	21
94	26214	99
94	4115	57
57	7762	53
17	31117	46
47	33769	14
23	25427	76
79	17773	17
85	3713	39
14	1368	9
66	26201	99
75	3727	77
51	23617	79
38	27724	82
64	9109	97
98	12179	6
38	31325	91
50	17825	23
98	8928	59
82	28145	91
30	31011	98
79	22444	46
91	14438	38
51	11208	14
63	25538	72
98	12041	62
52	22613	35
38	28442	19
97	6472	30
88	26524	78
79	31349	84
30	1178	25
51	4761	40
81	32780	88
5	21637	14
29	16354	26
4	11557	87
10	27599	22
56	11564	48
17	8235	83
74	25520	51
17	26967	3
84	16174	42
88	26988	19
69	13179	73
34	24597	28
6	33175	84
53	4432	45
66	27765	71
77	21628	78
43	8907	63
75	13077	73
23	6013	19
55	7152	47
80	28212	14
95	27118	38
75	6895	53
16	13468	61
8	31011	36
4	12290	40
4	23172	81
56	20830	30
25	29735	9
67	7053	64
96	3655	33
67	23487	52
27	18744	89
93	24490	14
32	8637	75
50	6442	53
61	24612	99
51	12150	59
19	21676	78
21	5496	94
5	13674	41
82	11131	68
92	22669	68
42	15223	92
61	23670	8
22	23254	2
21	9436	86
70	28553	41
1	16394	55
5	10618	16
12	9853	93
90	31402	62
46	6296	48
34	7228	30
49	31911	12
78	23385	35
90	146	11
45	16036	64
27	3041	50
73	26161	85
26	17634	21
47	29345	69
86	17015	48
56	14997	20
94	11696	67
63	2853	44
48	16015	33
61	27043	73
81	33756	61
26	23712	9
36	26123	68
1	9161	35
8	27214	81
99	7422	98
52	21401	88
79	33538	96
47	17728	65
56	4359	8
86	28483	45
14	32118	87
90	23165	47
28	31911	40
87	32497	76
78	29372	54
88	17626	76
2	33894	46
26	10794	47
14	31008	15
59	25767	19
56	12324	26
7	7844	52
3	14211	93
23	16457	22
18	31368	21
38	10107	51
99	2473	38
15	6705	20
64	3714	29
89	5052	51
28	10757	4
74	2476	55
39	4256	71
57	14485	92
17	8259	28
86	8534	4
90	32582	22
44	5250	76
25	19202	45
17	9687	67
13	32008	86
84	662	66
25	30138	88
68	10527	34
10	3375	91
67	25593	55
18	28983	1
100	208	72
86	23198	87
