id	name
353	francisco tarrega andres segovia
354	johann sebastian bach andres segovia
355	manuel ponce andres segovia
356	sofia vempo
357	johann jakob froberger andres segovia
358	federico moreno torroba andres segovia
359	julian whiterose
360	phil madison
361	lionel belasco
362	carlos galhardo
363	robert de visee andres segovia
364	isaac albeniz andres segovia
365	louis armstrong velma middleton
366	mario castelnuovotedesco andres segovia
367	joaquin turina andres segovia
368	fernando sor andres segovia
369	john kirby and his orchestra
370	vicente gomez guillermo gomez
371	stratos pagioumtzis
372	roza eskenazi
373	raquel meller
374	abhayapada chatterjee
375	castro barbosa
376	luis fernando ramirez zuluaga
377	robert francis
378	nikos gounaris fotis polimeris
379	antonis ntalgkas
380	γιώργος καρράς
381	andre filho aurora miranda
382	margarita cueto juan arvizu
383	petros epitropakis antonis kalampousis
384	alibert
385	clarence ashley
386	jack payne his bbc dance orchestra
387	orquestra colbaz
388	frederic chopin robert lortat
389	charlie chaplin
390	k mullick
391	zofia dromlewiczowa
392	umm kulthum
393	angurbala devi
394	ninon vallin georges thill germaine feraldy chœur et orchestre de lopera de paris elie cohen
395	clarence ashley y gwen foster
396	francisco canaro charlo ada falcon
397	sures babu
398	kanak das biswas
399	esther lekain
400	sax man mike clark
401	crowder brother
402	walter davis gwen foster
403	samantha bumgarner
404	berthe sylva
405	jeff beatman
406	jean lumière
407	justice jarvis
408	aracy de almeida
409	indubala devi
410	francesc macia
411	ascharyamoyee dasi
412	henri garat
413	the carver boys
414	frankie carle marjorie hughes
415	bing crosby lenny hayton his orchestra
416	artie shaw peg lacentra
417	tommy dorsey cliff weston edythe wright
418	tex beneke ray eberle the modernaires paula kelly
419	benny goodman bunny berigan
420	henry hall the bbc dance orchestra
421	red norvo his orchestra
422	bing crosby guy lombardo and his royal canadians
423	isham jones his orchestra frank sylvano
424	glenn miller tex beneke the modernaires ernie caceres
425	claude thornhill his orchestra
426	lina termini
427	les elgart
428	bing crosby the mills brothers
429	russ morgan and his orchestra
430	doris day
431	richard himber and his orchestra joey nash
432	art lund peggy lee benny goodman
433	tex beneke and his orchestra
434	bing crosby isham jones and his orchestra
435	harry james marion morgan
436	paul whiteman his orchestra johnny mercer jack teagarden
437	fred astaire johnny green his orchestra
438	gilberto mazzi
439	fred astaire
440	with studio orchestra
441	bing crosby jimmie grier his orchestra
442	val rosing
443	lennie hayton his orchestra
444	lilia salvi
445	with orchestral accompaniment
446	helen crawford
447	leo reisman his orchestra
448	isham jones and his orchestra
449	bing crosby frank trumbauer lennie hayton his orchestra
450	bing crosby the dorsey brothers
451	bing crosby irving aaronson and his commanders
452	bing crosby anson weeks his orchestra
453	bing crosby nat w finston and his paramount orchestra
454	anson weeks his orchestra
455	bing crosby with irving aaronson his commanders
456	anita oday gene krupa his orchestra roy eldridge
457	jack teagarden red nichols his five pennies
458	norma bruni
459	fletcher henderson
460	les brown his orchestra
461	trio los chamas
462	tushar dutta
463	francisco canaro ernesto fama
464	francisco canaro felix gutierrez
465	marcel pagnol
466	gilles julien
467	fred buscaglione
468	giacomo rondinella
469	marcel pagnol charpin raimu oriane demazis
470	alejandro ramirez silva
471	cab calloway
472	elsa merlini enrico viarisio
473	charpin oriane demazis mouries
474	vittorio de sica elsa merlini
475	clara jaione
476	govindrao tembe
477	galatasaray iz cazı ork
478	marie dubas
479	giorgio consolini
480	mantu rani
481	mrinal kanti ghosh
482	marcel pagnol charpin mouries vattier raimu oriane demazis
483	krishna chandra dey
484	claudio villa
485	carlo buti
486	university of delaware jazz ensemble i
487	mari merche y su orquesta
488	vedia rıza hanım
489	sujan majhi girin chakraborty
490	francisco canaro domingo conte
491	sudhirlal chakroborty
492	woody herman
493	roma mazumder kar
494	marcel pagnol charpin raimu
495	billie holiday eddie heywood
496	art tatum
497	billie holiday
498	lucille bogan
499	teddy wilson billie holiday
500	billie holiday benny goodman
501	billie holiday count basie
502	duke ellington billie holiday
503	billie holiday benny carter his all star orchestra
504	guandulito
505	richard himber and his orchestra johnny mercer
506	george gershwin jascha heifetz brooks smith
507	pablo de sarasate jascha heifetz william steinberg rca victor symphony orchestra
508	roy fox
509	bunny berigan and his orchestra
510	richard himber and his orchestra james harkins
511	bunny berigan
512	frederic chopin alfred cortot
513	ruth gaylor bunny berigan
514	camille saintsaëns jascha heifetz william steinberg rca victor symphony orchestra
515	bunny berigan gene gifford and his orchestra joe wingy manone
516	grigoras dinicu jascha heifetz
517	richard himber and his orchestra terry shand
518	nomy
519	jack jackson his orchestra
520	francisco canaro carlos galan
521	morris hot babies
522	πέτρος κυριακός
523	ludwig van beethoven paris conservatoire orchestra
524	jimmie lunceford his orchestra
525	nikolai rimskykorsakov jascha heifetz arpard sandor
526	maurice jaubert
527	vincent dindy colonne symphony orchestra
528	francisco canaro roberto maida
529	blueshakers
530	orchesta francisco canaro
531	richard himber and his orchestra
532	κώστας μαυρέας
533	bimal gupta
534	bunny berigan tommy dorsey
535	daniel roberts eastwood ensemble symphony orchestra
536	lys gauty
537	veronica gonzalez day
538	lidia borba
539	βασίλης μεσολογγίτης μαρία ανδρονίκου
540	hugo diaz
541	the haywains
542	rock projection
543	πμισιρλής γκαμβύσης ραγγελίδου
544	ila ghosh
545	charles johnny
546	shila sarkar
547	erich wolfgang korngold los angeles philharmonic alfred wallenstein jascha heifetz
548	el rescate
549	sandy campbell merritt
550	kamala jharia
551	metronome all star band
552	the moors
553	vasant desai
554	edouard lalo george szell wiener philharmoniker
555	richard himber and his orchestra guy russell
556	the psychedelic scorzonera
557	geoff horgan
558	juthika roy
559	mark gamble mad dog
560	the carter family
561	benny goodman quartet benny goodman teddy wilson gene krupa lionel hampton
562	bob wills his texas playboys
563	glenn miller
564	the ink spots
565	lead belly
566	lonnie johnson
567	lester flatt earl scruggs mother maybelle carter
568	django reinhardt
569	carlota jaramillo
570	benny goodman charlie christian
571	glenn miller his orchestra vocal by smith ballew
572	samuel barber thomas schippers new york philharmonic
573	benny goodman benny goodman quartet teddy wilson lionel hampton gene krupa
574	samuel barber the choir of trinity college cambridge richard marlow
575	orquesta francisco canaro
576	carlota jaramillo luis alberto valencia
577	claude debussy georg kulenkampff franz rupp
578	samuel barber leonard bernstein new york philharmonic
579	cristian vasile
580	samuel barber tokyo string quartet
581	franz joseph haydn pro arte quartet
582	jean moscopol
583	eduard künneke helge rosvaenge staatskapelle berlin
584	sinclair lewis frank arnold
585	richard strauss karl böhm elisabeth höngen esther rethy staatskapelle dresden
586	έλλη σοφρωνίου
587	nikos karakostas
588	robert johnson
589	dick haymes
590	tony bennett
591	russell malone
592	louis prima joe wingy manone
593	teo macero and his orchestra
594	louis prima
595	lester lanin
596	peggy lee benny goodman
597	miles davis
598	harry james
599	tex beneke glenn miller orchestra
600	ray noble his orchestra
601	art carney
602	falange española
603	lambert hendricks ross
604	pony poindexter
605	roy acuff
606	dale carnegie till hagen stefan kaminski
607	ernst h gombrich christoph waltz
608	carmen mcrae
609	frente popular
610	basies bad boys
611	aretha franklin
612	keb mo
613	count basies kansas city seven
614	raymond scott
615	freddy martin his orchestra freddy martin charles bealick edward isidor bergman eddie stone jack francis fina russ klein chris richardson clyde rogers norman l bailey harry o mckeehan glenn loren hughes charles probert george green robert cecil white
616	the andrews sisters
617	al dexter his troopers
618	the raymond scott quintette
619	roy rogers sons of the pioneers
620	freddy martin his orchestra
621	gibsonmiller band
622	billie holiday mal waldron allstars
623	lata mangeshkar mohammed rafi
624	big maceo
625	meade lux lewis
626	yohai gabai
627	albert ammons pete johnson
628	jimmy yancey
629	willie nelson
630	marty robbins
631	willie nelson leon russell
632	earl hines his orchestra
633	charlie barnet his orchestra
634	trio lescano
635	juan darienzo
636	johnny cash waylon jennings
637	frankie laine jimmy carroll his orchestra
638	lata mangeshkar
639	the highwaymen willie nelson johnny cash waylon jennings kris kristofferson
640	gene autry
641	mohammed rafi
642	the charlie daniels band
643	erskine hawkins his orchestra erskine hawkins
644	artie shaw
645	sonny thompson and his orchestra
646	lionel hampton
647	husn banu
648	richard wagner theo adam marek janowski
649	ελευθέριος βενιζέλος
650	surendra
651	bashir qawal
652	μπάντα ελληνικού πυροβολικού
653	fernando sor julio martinez oyanguren
654	carmen miranda
655	devika rani kishore sahu
656	richard wagner bavarian radio symphony orchestra lorin maazel waltraud meier
657	springtoifel
658	vinayak rao
659	richard wagner sherrill milnes anton guadagno
660	pearl bailey hot lips page
661	artie shaw helen forrest
662	artie shaw billie holiday
663	larry clinton and his orchestra
664	artie shaw nita bradley
665	kay kyser
666	roy acuff and his crazy tennesseans
667	roy acuff his smoky mountain boys
668	edward elgar vasa prihoda otto graef
669	sonny boy williamson ii
670	the four lads ray ellis his orchestra
671	sarah vaughan
672	barry manilow
673	mohammed abdel wahab
674	maya banerjee surendra
675	ashraf khan
676	amir jan
677	meenakshi vishnupant jog vinayak
678	ishwarlal ila devi
679	abbasuddin ahmed
680	dhirendranath das
681	maya basu
682	paraguassu
683	syed mehboob hussain
684	pyotr ilyich tchaikovsky berliner philharmoniker
685	dinah shore
686	lars lervik
687	rajkumari varanasi kalyani
688	naseem bano
689	rajkumari
690	ghantasala
691	fred bird rythmicans jean moscopol
692	cristian vasile mark albahary
693	jean moscopol fred bird rythmicans
694	sitara
695	wahidan bai
696	harry james helen forrest
697	kantilal kalyani e bilimoria
698	jnan dutt
699	r a dvorský melody boys
700	ludwig van beethoven karl freund berliner philharmoniker walther davisson
701	e g padgaonkar
702	sheela
703	gustav mahler wiener philharmoniker bruno walter
704	vishnupant jog
705	sierra nelson jon ontiveros
706	harry james frank sinatra
707	judy garland
708	ray bolger judy garland
709	judy garland the munchkins
710	glenn miller ray eberle
711	the munchkins
712	judy garland ray bolger
713	jimmie lunceford
714	jack haley adrianna caselotti
715	frank morgan judy garland ray bolger jack haley bert lahr charles irwin lois january elivda rizzo bobby watson mgm studio chorus lorraine bridges tyler brook oliver smith ralph sudam
716	bert lahr ray bolger jack haley judy garland
717	mgm studio orchestra mgm studio chorus
718	mgm studio orchestra
719	bert lahr judy garland ray bolger jack haley buddy ebsen
720	judy garland billy bletcher the munchkins
721	judy garland ray bolger jack haley buddy ebsen burt lahr
722	mgm studio orchestra the debutantes the rhythmettes
723	harry james kitty kallen
724	ken darby mgm studio chorus
725	billie burke the munchkins
726	billy bletcher pinto colveg jd jewkes
727	harry stanton
728	mgm studio chorus
729	dick haymes harry james
730	jack haley
731	the debutantes the rhythmettes
732	judy garland mgm studio orchestra
733	frank morgan judy garland ray bolger jack haley bert lahr tyler brook oliver smith lorraine bridges charles irwin lois january elivda rizzo mgm studio chorus bobby watson ralph sudam
734	harry james betty grable
735	harry james dick haymes helen forrest dalton rizzotto orchestra
736	lead belly sonny terry
737	frank sinatra
738	buddy ebsen adriana caselotti
739	judy garland ray bolger jack haley buddy ebsen bert lahr
740	harold arlen ey harburg
741	benny goodman marge gower champion
742	bert lahr judy garland ray bolger buddy ebsen
743	dona massin ray bolger buddy ebsen bert lahr
744	harold arlen ey harburg roger edens
745	mgm studio orchestra mgm studio chorus heavenly choir
746	bert lahr judy garland ray bolger buddy ebsen georgia stark
747	sonny boy williamson i
748	jimmy lunceford and his orchestra
749	benny goodman sextet benny goodman
750	michael morgan wise
751	lew stone
752	benny goodman benny goodman sextet
753	judy garland ray bolger buddy ebsen
754	max steiner
755	johnny hodges his orchestra
756	wilmoth houdini
757	周璇
758	duke ellington johnny hodges
759	lord invader
760	erich wolfgang korngold
761	ying yin wu
762	the executor
763	blind willie mctell
764	duke ellington duke ellington orchestra
765	benny goodman charlie christian benny goodman sextet
766	arthur askey
767	count basie lester young
768	marshall bartholomew
769	ivie anderson duke ellington duke ellington orchestra
770	johnny hodges his orchestra johnny hodges
771	johnny hodges
772	billie holiday the all star jam band
773	nilla pizzi achille togliani
774	richard levitt charles byrd carl tucker
775	tino rossi
776	marika ninou
777	peggy lee
778	lena horne
779	anita oday
780	sammy kaye and his orchestra
781	anita oday gene krupa his orchestra
782	ludwig van beethoven arthur rubinstein jascha heifetz emanuel feuermann
783	k j yesudas
784	gene krupa his orchestra vocal by anita oday
785	lena horne marty gold
786	lena horne lennie hayton his orchestra
787	woody herman his orchestra
788	lena horne lou bring
789	xavier cugat his orchestra
790	kishore kumar
791	johannes heesters orchestra
792	earl hines
793	lena horne charlie barnet his orchestra charlie barnet
794	danny kaye
795	rise stevens
796	adolph green lady in the dark ensemble 1963
797	rise stevens lady in the dark ensemble 1963
798	claude debussy roger desormièrechoeurs yvonne gouverneorchestre symphonique de paris roger desormiere orchestre symphonique de paris
799	jeanphilippe rameau julio martinez oyanguren
800	alfred newman
801	khursheed bano
802	khursheed bano vasanti
803	ashok kumar rahmat bano arun kumar
804	wolfgang amadeus mozart claudio arrau
805	vanmala
806	carl maria von weber claudio arrau desire defauw chicago symphony orchestra
807	jorge vadio
808	p suribabu
809	richard strauss bavarian state orchestra
810	francois campion julio martinez oyanguren
811	katzighs leti metcalfe
812	johannes brahms arthur rubinstein jascha heifetz emanuel feuermann
813	robert schumann claudio arrau
814	francisco canaro francisco amor
815	carl maria von weber claudio arrau
816	johann strauss ii walther ludwig chor der staatsoper berlin staatskapelle berlin gerhard steeger
817	adolph green john reardon kenneth bridges lady in the dark ensemble 1963
818	jupiter coyote
819	isaac albeniz claudio arrau
820	iqbal bibi
821	radharani
822	mathias wieman
823	snehprabha
824	parul ghosh leela chitnis
825	claude debussy claudio arrau
826	shamshad begum
827	richard wagner arturo toscanini
828	ken elkinson
829	ashik hussain
830	snehprabha pradhan ishwarlal
831	ibrahim özgür park otel orkestrası
832	johann sebastian bach claudio arrau
833	local oafs
834	frederic chopin claudio arrau
835	lola flores
836	francisco tarrega julio martinez oyanguren
837	the slobs
838	nalini jaywant harish
839	mimi thoma
840	miss kamala h khan mastana
841	rudi schuricke
842	hesen zîrek
843	отвал баwkn cartier99 lil uzi kop hackequation
844	ludwig van beethoven claudio arrau
845	отвал баwkn cartier99 hackequation
846	tanguturi suryakumari
847	gyanendra prasad goswami
848	franz liszt eugene ormandy philadelphia orchestra
849	suprova ghosh preeti kumar
850	franz liszt claudio arrau
851	bharati devi
852	francisco canaro myma mores
853	bing crosby ken darby singers john scott trotter his orchestra
854	bing crosby the music maids hal john scott trotter his orchestra
855	the pied pipers
856	葛蘭
857	bing crosby john scott trotter his orchestra
858	mina
859	fred astaire bob crosby his orchestra
860	bing crosby fred astaire
861	bing crosby john scott trotter his orchestra ken darby singers
862	vladimir horowitz
863	stephane grappelli django reinhardt quintette du hot club de france
864	django reinhardt grand orchestre de danse
865	arthur briggs stephane grappelli django reinhardt quintette du hot club de france
866	jerry mengo stephane grappelli django reinhardt quintette du hot club de france
867	django reinhardt ivon debie
868	ludwig van beethoven vladimir horowitz
869	ludwig van beethoven rudolf serkin bruno walter
870	heitor villalobos bidu sayao
871	bill withers
872	kishore kumar lata mangeshkar mehmood
873	club deportivo universidad catolica
874	白光
875	stan kenton his orchestra
876	mohammed rafi mehmood
877	wolfgang amadeus mozart vladimir horowitz
878	orquesta bizarros
879	ludwig van beethoven wilhelm kempff dresdner philharmonie paul van kempen
880	orchestra studio 7
881	carla boni
882	kanika banerjee
883	asha bhosle
884	peter de rose paul robeson jr lawrence brown columbia concert orchestra
885	sumati trilokekar h khan mastana
886	satish leela sawant
887	avery robinson odetta gordon paul robeson jr lawrence brown
888	g m durrani
889	george gershwin paul robeson jr
890	francisco canaro carlos roldan
891	modest mussorgsky paul robeson jr lawrence brown
892	giuseppe verdi gino marinuzzi galliano masini orchestra sinfonica delleiar di torino
893	nalini jaywant
894	tara
895	farid alatrash
896	asha bhosle mohammed rafi
897	traditional paul robeson jr lawrence brown
898	noor jehan
899	oley speaks paul robeson jr lawrence brown columbia concert orchestra
900	frederic chopin oscar levant
901	claude debussy oscar levant
902	franz schubert artur schnabel
903	hori baiji
904	n vanaja
905	jean sibelius arturo toscanini
906	felix mendelssohn vladimir horowitz
907	luciano tajoli
908	shamshad begum ghulam haider
909	pyotr ilyich tchaikovsky arturo toscanini
910	richard strauss arturo toscanini
911	maurice ravel oscar levant
912	franz liszt oscar levant
913	munir alam mehtab
914	giuseppe verdi gino marinuzzi bruno erminero coro delleiar di torino ebe stignani orchestra sinfonica delleiar di torino
915	menka bai
916	giacomo puccini bidu sayao erich leinsdorf columbia symphony orchestra
917	giuseppe verdi gino marinuzzi bruno erminero coro delleiar di torino maria caniglia orchestra sinfonica delleiar di torino saturno meletti tancredi pasero
918	isaac albeniz oscar levant
919	dooley wilson
920	warner bros studio orchestra
921	alfred drake oklahoma chorus
922	alfred drake joan roberts
923	richard rodgers frederick dvonch mary martin patricia neway lauri peters
924	alfred drake
925	lee dixon
926	celeste holm
927	richard rodgers new york philharmonic
928	joan roberts
929	betty garde ralph riggs oklahoma chorus
930	celeste holm lee dixon
931	ludwig van beethoven rudolf serkin
932	alfred drake howard da silva
933	alfred drake joan roberts oklahoma chorus
934	s rajeswara rao
935	joseph buloff oklahoma chorus
936	marine band of the royal netherlands navy major peter kleine schaars nick caris
937	jay blackton
938	ramola
939	richard rodgers julie andrews alfred antonini jon cypher
940	bellary lalitha
941	santha kumari
942	zahur raja
943	anima dasgupta
944	govind kurwalikar
945	sergei rachmaninoff moura lympany
946	vishnupant pagnis
947	vasanti
948	max reger concertgebouworkest eduard van beinum
949	academia dos renascidos
950	bhanumathi ramakrishna
951	peter erasmus langemüller the orchestra of royal danish theatre johann hye knudsen
952	vitězslav novak prague national theatre orchestra františek škvor marie podvalova zdeněk otava
953	richard rodgers lehman engel barbara cook childrens chorus theodore bikel
954	jikki satyavathi
955	francisco canaro eduardo adrian
956	bastiaan everink marine band of the royal netherlands navy major peter kleine schaars nanouck brassers
957	m k thyagaraja bhagavathar
958	leela pawar master amritlal
959	mumtaz
960	ghantasala jikki
